Date,Adj Close,Close,High,Low,Open,sentiment,article_count,sentiment_5d_avg,sentiment_5d_std,sentiment_change,sentiment_streak,sentiment_acceleration,relative_article_volume,has_sentiment,composite_sentiment
2025-01-23,0.9231329365026477,0.9093208324411022,0.9467272331644327,0.9200307928269786,0.03301761214158189,-0.14431334267167795,24,0.3,0.2775229977442825,-0.3,0.3,-0.3,0.2977846153846154,1.0,0.0010400435877737158
2025-01-24,0.8949870729397784,0.9004961508748184,0.9310906056572001,0.9122654659622982,0.0731017423477498,-0.1510219491988188,7,0.2708916890632059,0.3,0.0009304712157221923,0.3,0.20353160570087217,-0.15830769230769237,1.0,0.041170324485130964
2025-01-27,0.8492259609845358,0.8423488346939647,0.8483204229860155,0.8174889126687757,0.08496941196200164,-0.13694734372510564,15,0.0998584084850126,0.2775889397123688,0.015222596652699906,0.3,0.04332893622000635,0.05032258064516132,1.0,0.016038156533742066
2025-01-28,0.8537875294224275,0.8132513029000872,0.8359887500580492,0.8276660008625523,0.02058045649720669,-0.12276764068578858,15,0.10330386309032175,0.2760956919588386,0.015294869773460572,0.3,0.035381436053925734,0.021818181818181848,1.0,0.020512712301315312
2025-01-29,0.8101616260165492,0.803711138087102,0.8260248125241747,0.8194664539233623,0.1542028418401037,-0.1515323674160493,24,-0.18360715267993066,-0.26498125771936226,-0.014237003214269371,0.3,0.018835627357616028,0.12889411764705883,1.0,-0.07533250362028064
2025-01-30,0.8644149975816371,0.8700630018299775,0.8256794895542436,0.894564153440127,0.3642439636227697,-0.14095334981664143,22,-0.18147215852981904,-0.2653237033836025,0.012818763194546463,0.3,0.05046255733559209,0.09527710843373483,1.0,-0.0667321590341522
2025-01-31,0.8853787825608939,0.9057908724717711,0.9091895424944827,0.8499492919268921,0.2627517704726734,-0.12996750665958523,15,-0.1680938230408775,-0.26797672334403605,0.013098527549576794,0.3,0.03549740326526856,-0.09956043956043953,1.0,-0.07024297612153342
2025-02-03,0.783859819663882,0.7587770433379046,0.7761060740639494,0.7783243226534824,0.3337726178539111,-0.20766275113666724,5,-0.21302754393261536,-0.20111598896630334,-0.04788536792830378,-0.3,0.0012570373409693386,-0.30000000000000004,1.0,-0.1878463620117022
2025-02-04,0.8252535134384262,0.7818164773098644,0.8108321071783748,0.758790307030391,0.07760941643403918,-0.1540794839186613,15,-0.2329235987802287,-0.21212920479038166,0.04239177288365744,-0.3,0.08579709333466295,-0.06,1.0,-0.14117435296374756
2025-02-05,0.7571214343957247,0.7550563848836949,0.781877363228809,0.7823276845472114,0.07866523654632923,0.008258065750248844,9,-0.1313901566651736,-0.06492938502238815,0.11717953170231143,-0.3,0.07714005082628869,-0.15490909090909089,1.0,-0.04253279653284798
2025-02-06,0.7384384336354142,0.6930929154348295,0.7209588688580326,0.7124872861834115,0.22327206408988798,-0.06421524771496143,5,-0.08262951753697678,-0.054886304345216325,-0.04429436895077096,0.3,-0.05490700114967963,-0.2216326530612245,1.0,-0.03542745586380159
2025-02-07,0.6768088332295199,0.7176588107139943,0.7069501064758368,0.6987893355549704,0.1700275659188814,-0.11412823721217696,20,-0.07256498791704971,-0.056851849787733805,-0.028780165465949366,0.3,0.04401195776426853,0.29999999999999993,1.0,-0.02012331188934641
2025-02-10,0.6239627918658892,0.6325129562151914,0.6584620347576451,0.6313605513270206,0.2204539816856087,-0.10224783170361498,20,-0.00558263228891287,-0.12018774490904122,0.013713697011274697,0.3,0.059090936051432626,0.14347826086956528,1.0,-0.005839531986939532
2025-02-11,0.516086777908396,0.5689276762166817,0.5331228930538223,0.5811507273554231,0.5071430318318234,-0.08932545554413088,15,0.035563131330361875,-0.15718852869274566,0.014430235688935124,0.3,0.03574151719306819,0.0026086956521738647,1.0,-0.002394936390614887
2025-02-12,0.554957110712444,0.5547605256465442,0.55295216893007,0.5046543976190021,0.41518186868281026,-0.16110336611075302,24,-0.07205187914079508,-0.19490173226596158,-0.043816156754530496,0.3,0.0027870325432294216,0.13542857142857145,1.0,-0.05825845220034782
2025-02-13,0.6492454204382316,0.6133848791823198,0.6206777708423825,0.5772922036153605,0.30379179870241035,-0.11168323671593648,15,-0.10221381198024548,-0.22029234391237806,0.03952888104682278,0.3,0.08192272891772287,-0.1097872340425532,1.0,-0.041594567377260694
2025-02-14,0.6487601188418752,0.6291738403021012,0.6436146523817763,0.6526310056684119,0.1559057098835523,-0.1401910525053979,20,-0.11877454903748594,-0.21429568150590017,-0.014060331610674843,0.3,0.005389938417310582,-0.0063829787234042645,1.0,-0.06270481664185726
2025-02-18,0.6403648603139991,0.6153406304375453,0.6560449245012443,0.6255727657169268,0.03959360358881009,-0.12496099603825794,24,-0.13320686335395784,-0.21993514722825674,0.01601717308937667,0.3,0.05215141211673911,0.05608163265306115,1.0,-0.04980830024561107
2025-02-19,0.6716649621133026,0.6546460628842083,0.6740492874025683,0.6207012580606701,0.14764012675431393,-0.11897462045657656,15,-0.15204642533364496,-0.24239659412324216,0.009660511438187318,0.3,0.03178829323981057,-0.12244897959183676,1.0,-0.06320292055739493
2025-02-20,0.6417721905154563,0.6306048067955043,0.6460809869673696,0.6569237494829838,0.0,-0.09725409993532322,15,-0.11147556234233627,-0.25340731254509763,0.020480512365412123,0.3,0.04138835979879814,-0.09235955056179779,1.0,-0.043343600753189604
2025-02-21,0.5612170125977007,0.5956879142142137,0.5790954058572284,0.6180002620039771,0.19630288271732177,-0.1217408631351467,11,-0.1178663418753447,-0.25477559202289546,-0.011295148442768563,0.3,0.01758157044625522,-0.1684235294117647,1.0,-0.06424476344496315
2025-02-24,0.5259377931320863,0.5356801960205739,0.5311498554919711,0.5442049283242492,0.2102339784014562,-0.05272263423687144,7,-0.06228748519923699,-0.21144497888547176,0.05300603252938922,0.3,0.07127908424778223,-0.23100000000000004,1.0,-0.014153940587072072
2025-02-25,0.39137182040079366,0.4712364816973853,0.39574802652965535,0.49057050630060695,0.6167456843090876,-0.17236392811000126,20,-0.09240807980693316,-0.17290916703286516,-0.07673067824556097,0.3,-0.037169030584420656,0.15176470588235302,1.0,-0.07185246352896793
2025-02-26,0.33313918307613966,0.37635947275799353,0.35031818561230055,0.3781410670627148,0.3783965649161667,-0.09124315369976686,20,-0.0747870544493777,-0.1707107690523343,0.06132866805639746,0.3,0.1125026510031041,0.11260273972602741,1.0,-0.009535641077482811
2025-02-27,0.2901927315238113,0.3202156552392661,0.3150002562826313,0.3176096111301645,0.38978558676276887,-0.1479171580966313,15,-0.10697918623889072,-0.1621886875157084,-0.03342955618683924,0.3,-0.01761949368782393,-0.020547945205479423,1.0,-0.06559494023490714
2025-02-28,0.34371822474099223,0.3042358500632434,0.27909043073771844,0.26137075181894054,0.4872536448852818,-0.13839787025364164,26,-0.11756331968520065,-0.1593082879687323,0.012090011998273004,0.3,0.06078200822863998,0.15436363636363626,1.0,-0.04426644240757864
2025-03-03,0.30329498606590555,0.35222286742684994,0.29734121635123834,0.3618868113380014,0.48623625634557666,-0.16372169818315235,22,-0.18809393162919547,-0.2071110352560548,-0.01187077814404227,0.3,0.0219493152394998,-0.004776699029126252,1.0,-0.08438500327299044
2025-03-04,0.2421022607620107,0.2587769705522236,0.22108219311396793,0.22003565020408367,0.564183870618364,-0.12198752836012108,24,-0.15608394726019303,-0.21891397217842862,0.03424342765785768,0.3,0.061114352225826826,0.01603738317757014,1.0,-0.051963398486159974
2025-03-05,0.2763624505405551,0.23588048765824143,0.250036937063534,0.22963397455617574,0.3359443510828969,-0.14688344599136352,26,-0.1914386946296688,-0.25533740820556095,-0.01157651430944474,0.3,0.009732197304924552,0.027292035398230108,1.0,-0.07969325324401619
2025-03-06,0.2004174156483034,0.2029669481677152,0.2121046990944606,0.22548592170202486,0.3667504009111776,-0.142115175326646,22,-0.18775202033975205,-0.25584691736033677,0.008822849373828281,0.3,0.046742282286995486,-0.06360000000000005,1.0,-0.0767082785462016
2025-03-07,0.19663230014593092,0.172438449880435,0.1662802356114237,0.16403804062239202,0.3941276557090101,-0.11902029534542322,15,-0.1754391938376414,-0.24571657866589383,0.021425626999116147,0.3,0.04238475679286412,-0.15247706422018353,1.0,-0.06727255716049078
2025-03-10,0.0,0.11099976519339227,0.01469933305549942,0.13133648523136587,1.0,-0.13715831131186887,24,-0.15856038545198314,-0.2638280163133978,-0.006929264486844305,0.3,0.019493444363923397,0.0003243243243243321,1.0,-0.06981530366942833
2025-03-11,0.04090846622481559,0.03319973278920685,0.0,0.0,0.9009129245378602,-0.13695121800287824,20,-0.16806855741237417,-0.2690598841464552,0.005686235124516289,0.3,0.042391867132984214,-0.056635514018691546,1.0,-0.07170643996655682
2025-03-12,0.12587956286425395,0.10370154493431327,0.11877868267415748,0.10567694909615999,0.6725546165053122,-0.13475439372312265,22,-0.16036156017865205,-0.27421117771225745,0.007054526253858732,0.3,0.03610578277071269,-0.004776699029126252,1.0,-0.06705999528543419
2025-03-13,0.08992089154508931,0.08676773783412806,0.07685099471907231,0.11006610448659737,0.4810801368163984,-0.18683195898761432,7,-0.18877533236416966,-0.22475342385966277,-0.030268693244161975,-0.3,0.0144810302557946,-0.26536363636363636,1.0,-0.17080995555287917
2025-03-14,0.13505120028102158,0.10246134971147036,0.11695354389955881,0.10611102197742328,0.37926302218899244,-0.14435974093867715,22,-0.20487642853988786,-0.23549708268035044,0.03475096604137377,-0.3,0.07168064302546268,0.030189473684210544,1.0,-0.1301878854757762
2025-03-17,0.07696413862594942,0.07298220259079202,0.07783751349999801,0.09525875836609599,0.46072607721951064,-0.13893414168728424,26,-0.20600482006531004,-0.23609992120459353,0.009274878762437221,-0.3,0.021102413037060973,0.10107216494845361,1.0,-0.13107965603456406
2025-03-18,0.015334612266682424,0.0,0.025945812744479824,0.01374623001299713,0.45777033990979055,-0.11823978848197174,22,-0.19411527318503038,-0.2251465680771671,0.01977484126904113,0.3,0.04120948976945641,0.01200000000000001,1.0,-0.061749597754824144
2025-03-19,0.06653082072393324,0.05394962037172202,0.06007987437710338,0.03038635283104152,0.4613773176858603,-0.126052602219759,11,-0.18858601322624086,-0.22188277267672982,0.0001711339216444209,0.3,0.02438449638387433,-0.17700000000000002,1.0,-0.07683748725954787
2025-03-20,0.06847187901610408,0.037683621897019126,0.06427267327923536,0.03877879651858529,0.3686475230851469,-0.14693890658996633,20,-0.1632373184004748,-0.26389825001514994,-0.008819197698416185,0.3,0.030316330518289553,-0.03504950495049508,1.0,-0.07617747719321168
